DB Object Symbol,GO ID,DB Object Type
ACACB,GO:0006084,protein
ACACB,GO:0051289,protein
PDXK,GO:0009443,protein
SCD,GO:0006636,protein
SH2B2,GO:0050853,protein
CLDN4,GO:0022604,protein
CLDN4,GO:0030335,protein
CLDN4,GO:0061436,protein
CLDN4,GO:0090303,protein
CLDN4,GO:1905050,protein
PLPP1,GO:0006644,protein
PLPP1,GO:0006670,protein
PLPP1,GO:0006672,protein
PLPP1,GO:0007165,protein
PLPP1,GO:0046839,protein
PLPP3,GO:0007229,protein
PLPP3,GO:0001933,protein
PLPP3,GO:0006644,protein
PLPP3,GO:0006670,protein
PLPP3,GO:0006672,protein
PLPP3,GO:0006890,protein
PLPP3,GO:0010595,protein
PLPP3,GO:0022409,protein
PLPP3,GO:0033631,protein
PLPP3,GO:0034109,protein
PLPP3,GO:0042060,protein
PLPP3,GO:0046839,protein
PLPP3,GO:0050821,protein
PLPP3,GO:0051091,protein
ARID1A,GO:0006337,protein
ARID1A,GO:0006338,protein
ARID1A,GO:0030520,protein
ARID1A,GO:0030521,protein
ARID1A,GO:0042921,protein
ARID1A,GO:0045893,protein
BHLHE40,GO:0000122,protein
BHLHE40,GO:0007623,protein
BHLHE40,GO:0032922,protein
BHLHE40,GO:0043433,protein
BHLHE40,GO:0045892,protein
SOCS2,GO:0032355,protein
SOCS2,GO:0032870,protein
SOCS2,GO:0060396,protein
ADGRB1,GO:0010596,protein
ADGRB1,GO:0016525,protein
ADGRB1,GO:0043277,protein
ADGRB1,GO:0043652,protein
ADGRB1,GO:1903428,protein
CDK2AP1,GO:0001934,protein
CDK2AP1,GO:0006357,protein
AQP7,GO:0006833,protein
AQP7,GO:0015793,protein
SDHD,GO:0006099,protein
PTPRT,GO:0006470,protein
PTPRT,GO:0007156,protein
PTPRT,GO:0007169,protein
PTPRT,GO:0030336,protein
PTPRT,GO:0035335,protein
PTPRT,GO:0071354,protein
PTPRT,GO:1904893,protein
PTPRT,GO:1990264,protein
C2CD2L,GO:0035774,protein
NEMP1,GO:0071763,protein
FCHO1,GO:0048268,protein
FCHO1,GO:0050852,protein
FCHO1,GO:0050870,protein
FCHO1,GO:0072583,protein
CUX2,GO:0000122,protein
CUX2,GO:0050890,protein
SOCS3,GO:0042532,protein
SOCS3,GO:0046426,protein
SOCS6,GO:0010498,protein
HSPB6,GO:0045766,protein
HSPB6,GO:0061077,protein
NDUFAB1,GO:0009249,protein
NDUFAB1,GO:0032981,protein
NDUFAB1,GO:0044571,protein
CYB561D2,GO:0140576,protein
DYNC1I1,GO:0047496,protein
CIT,GO:0000281,protein
CIT,GO:0032467,protein
CIT,GO:0035331,protein
CIT,GO:0051402,protein
RFXANK,GO:0045944,protein
CTDSP2,GO:0006470,protein
BPY2,GO:0007283,protein
CDC42EP2,GO:0008360,protein
CDC42EP2,GO:0030036,protein
CDC42EP2,GO:0030838,protein
CDC42EP2,GO:0031274,protein
AP3D1,GO:0035646,protein
AP3D1,GO:0072657,protein
AP3D1,GO:0140916,protein
CXCL11,GO:0006935,protein
CXCL11,GO:0007189,protein
CXCL11,GO:0010818,protein
CXCL11,GO:0042127,protein
CXCL11,GO:0051281,protein
CXCL11,GO:0070098,protein
CDX4,GO:0045944,protein
ENPP3,GO:0030505,protein
ENPP3,GO:0006220,protein
ENPP3,GO:0006796,protein
ENPP3,GO:0009143,protein
ENPP3,GO:0046034,protein
ABLIM1,GO:0030032,protein
ABLIM1,GO:0060271,protein
DVL1,GO:0006355,protein
DVL1,GO:0032436,protein
DVL1,GO:0032880,protein
DVL1,GO:0034504,protein
DVL1,GO:0045944,protein
DVL1,GO:0050821,protein
DVL1,GO:0060070,protein
DVL1,GO:0060071,protein
DVL2,GO:0001934,protein
DVL2,GO:0006355,protein
DVL2,GO:0035567,protein
DVL2,GO:0042127,protein
DVL2,GO:0043507,protein
DVL2,GO:0045944,protein
DVL2,GO:0046330,protein
DVL2,GO:0051091,protein
DVL2,GO:0060070,protein
DVL2,GO:0060071,protein
DNALI1,GO:0120316,protein
CHD1,GO:0006338,protein
CHD1,GO:0043923,protein
KCNK3,GO:0034220,protein
GOSR2,GO:0006888,protein
GOSR2,GO:0006891,protein
TOR1A,GO:2000008,protein
TOR1A,GO:0000338,protein
TOR1A,GO:0007155,protein
TOR1A,GO:0031175,protein
TOR1A,GO:0034504,protein
TOR1A,GO:0045104,protein
TOR1A,GO:0048489,protein
TOR1A,GO:0048499,protein
TOR1A,GO:0051584,protein
TOR1A,GO:0061077,protein
TOR1A,GO:1900244,protein
TOR1B,GO:0007029,protein
STX16,GO:0032456,protein
STX16,GO:0042147,protein
ADAM10,GO:0006509,protein
ADAM10,GO:0010629,protein
ADAM10,GO:0007162,protein
ADAM10,GO:0008284,protein
ADAM10,GO:0010820,protein
ADAM10,GO:0030307,protein
ADAM10,GO:0030335,protein
ADAM10,GO:0034612,protein
ADAM10,GO:0042117,protein
ADAM10,GO:0042987,protein
ADAM10,GO:0046931,protein
ADAM10,GO:0051089,protein
ABCD4,GO:0009235,protein
ABCD4,GO:0015889,protein
EI24,GO:0030308,protein
ENC1,GO:0010499,protein
ENC1,GO:0016567,protein
ENC1,GO:0017148,protein
PTGES,GO:0001516,protein
KMT2D,GO:0008284,protein
KMT2D,GO:0033148,protein
KMT2D,GO:0043627,protein
KMT2D,GO:0045944,protein
ITGB1BP1,GO:0002043,protein
ITGB1BP1,GO:0006469,protein
ITGB1BP1,GO:0007160,protein
ITGB1BP1,GO:0007229,protein
ITGB1BP1,GO:0008284,protein
ITGB1BP1,GO:0008285,protein
ITGB1BP1,GO:0010595,protein
ITGB1BP1,GO:0032091,protein
ITGB1BP1,GO:0032148,protein
ITGB1BP1,GO:0033622,protein
ITGB1BP1,GO:0035148,protein
ITGB1BP1,GO:0035924,protein
ITGB1BP1,GO:0043087,protein
ITGB1BP1,GO:0044344,protein
ITGB1BP1,GO:0045747,protein
ITGB1BP1,GO:0045944,protein
ITGB1BP1,GO:0051895,protein
ITGB1BP1,GO:0051897,protein
ITGB1BP1,GO:0070373,protein
ITGB1BP1,GO:0072659,protein
ITGB1BP1,GO:0090051,protein
ITGB1BP1,GO:0090315,protein
ITGB1BP1,GO:0097746,protein
ITGB1BP1,GO:1900025,protein
TRDMT1,GO:0030488,protein
TRDMT1,GO:0006400,protein
APAF1,GO:0006919,protein
APAF1,GO:0008635,protein
RIOK3,GO:0030490,protein
RIOK3,GO:0031333,protein
RIOK3,GO:0032728,protein
RIOK3,GO:0039534,protein
RIOK3,GO:0043124,protein
RIOK3,GO:0045089,protein
RIOK3,GO:0071359,protein
RIOK3,GO:0098586,protein
RIOK3,GO:1990786,protein
IMPA2,GO:0010226,protein
MAP2K7,GO:0006970,protein
MAP2K7,GO:0009408,protein
MAP2K7,GO:0009411,protein
MAP2K7,GO:0032212,protein
MAP2K7,GO:0034612,protein
MAP2K7,GO:0045893,protein
MAP2K7,GO:0051403,protein
MAP2K7,GO:0051973,protein
MAP2K7,GO:0070374,protein
MAP2K7,GO:1904355,protein
ACOT8,GO:0006637,protein
ACOT8,GO:0016559,protein
ACOT8,GO:0043649,protein
ACOT8,GO:0045225,protein
CDIPT,GO:0006661,protein
PDCD5,GO:0008285,protein
PDCD5,GO:0010628,protein
PDCD5,GO:0043065,protein
PDCD5,GO:0043280,protein
PDCD5,GO:0071560,protein
PDCD5,GO:0090200,protein
PDCD5,GO:1903638,protein
PDCD5,GO:1903645,protein
PRMT5,GO:0035246,protein
PRMT5,GO:0000387,protein
PRMT5,GO:0006338,protein
PRMT5,GO:0006353,protein
PRMT5,GO:0018216,protein
PRMT5,GO:0042118,protein
PRMT5,GO:0090161,protein
PRMT5,GO:1904992,protein
TERT,GO:0001172,protein
TERT,GO:0006278,protein
TERT,GO:0007004,protein
TERT,GO:0007005,protein
TERT,GO:0010629,protein
TERT,GO:0022616,protein
TERT,GO:0030177,protein
TERT,GO:0030422,protein
TERT,GO:0031647,protein
TERT,GO:0032092,protein
TERT,GO:0051000,protein
TERT,GO:0070200,protein
TERT,GO:0071456,protein
TERT,GO:0071897,protein
TERT,GO:0090399,protein
TERT,GO:0140745,protein
TERT,GO:1902895,protein
TERT,GO:1904751,protein
TERT,GO:2000773,protein
TERT,GO:2001240,protein
HSD17B6,GO:0062175,protein
CHEK1,GO:0000077,protein
CHEK1,GO:0006281,protein
CHEK1,GO:0006468,protein
CHEK1,GO:0006915,protein
CHEK1,GO:0006974,protein
CHEK1,GO:0007095,protein
CHEK1,GO:0010569,protein
CHEK1,GO:0018107,protein
CHEK1,GO:0042770,protein
CHEK1,GO:0044818,protein
CHEK1,GO:0045787,protein
CHEK1,GO:0045839,protein
CHEK1,GO:0046602,protein
TNFRSF10B,GO:0002357,protein
TNFRSF10B,GO:0034976,protein
TNFRSF10B,GO:0070059,protein
GABRD,GO:0007214,protein
GABRD,GO:1902476,protein
MEIS2,GO:0045931,protein
MEIS2,GO:0045944,protein
MEIS2,GO:0110024,protein
TPP1,GO:0006508,protein
TPP1,GO:0007399,protein
TPP1,GO:0043171,protein
TPP1,GO:0045453,protein
TPP1,GO:0070198,protein
GNB5,GO:0007212,protein
GNB5,GO:0043547,protein
GNB5,GO:1901386,protein
TCERG1,GO:0000122,protein
TCERG1,GO:0006397,protein
TCERG1,GO:0008380,protein
TCERG1,GO:0045944,protein
NDC80,GO:0051298,protein
NDC80,GO:0051310,protein
NDC80,GO:0000132,protein
NDC80,GO:0007052,protein
NDC80,GO:0007059,protein
NDC80,GO:0008608,protein
NDC80,GO:0051315,protein
NDC80,GO:0090267,protein
NRP1,GO:0006930,protein
NRP1,GO:0001525,protein
NRP1,GO:0007229,protein
NRP1,GO:0010595,protein
NRP1,GO:0032489,protein
NRP1,GO:0035729,protein
NRP1,GO:0035767,protein
NRP1,GO:0038189,protein
NRP1,GO:0038190,protein
NRP1,GO:0046718,protein
NRP1,GO:0048008,protein
NRP1,GO:0048010,protein
NRP1,GO:0048012,protein
NRP1,GO:0051491,protein
NRP1,GO:0051496,protein
NRP1,GO:0051894,protein
NRP1,GO:1900026,protein
TNFSF11,GO:0002548,protein
TNFSF11,GO:0019221,protein
TNFSF11,GO:0030316,protein
TNFSF11,GO:0033209,protein
TNFSF11,GO:0034112,protein
TNFSF11,GO:0043406,protein
TNFSF11,GO:0045672,protein
TNFSF11,GO:0045780,protein
TNFSF11,GO:0045944,protein
TNFSF11,GO:0050870,protein
TNFSF11,GO:0051092,protein
TNFSF11,GO:0070374,protein
TNFSF11,GO:1902533,protein
APOL1,GO:0045087,protein
APOL1,GO:0051838,protein
APOL1,GO:1902476,protein
HS3ST1,GO:0006024,protein
MSTN,GO:0045662,protein
MSTN,GO:0045893,protein
MSTN,GO:0046716,protein
MSTN,GO:0048632,protein
MSTN,GO:0051898,protein
UNC13B,GO:0043065,protein
UNC13B,GO:0050714,protein
UNC13B,GO:0060478,protein
UNC13B,GO:0071333,protein
POLR3A,GO:0032728,protein
POLR3A,GO:0042797,protein
POLR3A,GO:0045087,protein
MRAS,GO:0007265,protein
PHOX2A,GO:0006357,protein
PHOX2A,GO:0045944,protein
TSPAN4,GO:0065003,protein
RASGRF2,GO:0034976,protein
PPEF2,GO:0010801,protein
PPEF2,GO:0043409,protein
PHYH,GO:0001561,protein
PHYH,GO:0006103,protein
PHYH,GO:0006720,protein
PHYH,GO:0097089,protein
FFAR1,GO:0007204,protein
FFAR1,GO:0032691,protein
FFAR1,GO:0051928,protein
FFAR1,GO:0070542,protein
FFAR3,GO:0007186,protein
FFAR3,GO:0007193,protein
FFAR3,GO:0071398,protein
AIM2,GO:0071466,protein
AIM2,GO:0002218,protein
AIM2,GO:0032088,protein
AIM2,GO:0032731,protein
AIM2,GO:0033209,protein
AIM2,GO:0051092,protein
AIM2,GO:0070269,protein
AIM2,GO:0140970,protein
AIM2,GO:1904270,protein
AIM2,GO:2001056,protein
SLC30A4,GO:0009636,protein
SLC30A4,GO:0071577,protein
SLC30A4,GO:0140916,protein
BACH1,GO:0000122,protein
BACH1,GO:0006281,protein
BCKDK,GO:0008610,protein
IFIT3,GO:0008285,protein
IFIT3,GO:0009615,protein
IFIT3,GO:0043066,protein
IFIT3,GO:0140374,protein
MGST3,GO:0006629,protein
MGST3,GO:0006692,protein
MGST3,GO:0019370,protein
GEMIN2,GO:0000387,protein
GEMIN2,GO:1905215,protein
TM4SF5,GO:2000045,protein
IRF6,GO:0008285,protein
IRF6,GO:0045944,protein
KLF11,GO:0008285,protein
KLF11,GO:0043065,protein
KLF11,GO:2000045,protein
KLF11,GO:0000122,protein
WNT9A,GO:0008285,protein
WNT9A,GO:0060070,protein
WNT9B,GO:0035567,protein
WNT9B,GO:0060070,protein
WNT9B,GO:1902455,protein
WNT9B,GO:1904948,protein
TAX1BP3,GO:0007266,protein
TAX1BP3,GO:0090630,protein
TAX1BP3,GO:2000009,protein
GIPC1,GO:0032467,protein
GIPC1,GO:0048023,protein
IKBKB,GO:0051092,protein
IKBKB,GO:0006468,protein
IKBKB,GO:0007249,protein
IKBKB,GO:0018105,protein
IKBKB,GO:0030866,protein
IKBKB,GO:0033209,protein
IKBKB,GO:0035509,protein
IKBKB,GO:0042325,protein
IKBKB,GO:0043123,protein
IKBKB,GO:0045944,protein
IKBKB,GO:0051604,protein
IKBKB,GO:0070498,protein
IKBKB,GO:0071356,protein
IKBKB,GO:0072659,protein
IKBKB,GO:1903140,protein
IKBKB,GO:1903347,protein
HAT1,GO:0006334,protein
NCR3,GO:0002429,protein
NCR3,GO:0030101,protein
NCR3,GO:0045954,protein
UBE2L6,GO:0032020,protein
UBE2L6,GO:0045087,protein
CASK,GO:0001953,protein
CASK,GO:0010839,protein
CASK,GO:0061045,protein
CASK,GO:0090288,protein
EREG,GO:0001819,protein
EREG,GO:0007173,protein
EREG,GO:0007267,protein
EREG,GO:0008284,protein
EREG,GO:0009299,protein
EREG,GO:0019221,protein
EREG,GO:0038134,protein
EREG,GO:0038135,protein
EREG,GO:0038138,protein
EREG,GO:0042327,protein
EREG,GO:0043616,protein
EREG,GO:0045740,protein
EREG,GO:0045860,protein
EREG,GO:0045892,protein
EREG,GO:0048146,protein
EREG,GO:0051151,protein
TFEC,GO:0000122,protein
TFEC,GO:0045944,protein
CASQ2,GO:0002027,protein
CASQ2,GO:0006874,protein
CASQ2,GO:0010649,protein
CASQ2,GO:0010881,protein
CASQ2,GO:0051208,protein
CASQ2,GO:0051258,protein
CASQ2,GO:0060048,protein
CASQ2,GO:0060315,protein
CASQ2,GO:0071313,protein
HGS,GO:0006622,protein
HGS,GO:0010324,protein
HGS,GO:0010628,protein
HGS,GO:0010642,protein
HGS,GO:0016525,protein
HGS,GO:0030948,protein
HGS,GO:0043405,protein
HGS,GO:0046426,protein
HGS,GO:0072657,protein
HGS,GO:1903543,protein
AURKA,GO:0006468,protein
AURKA,GO:0009611,protein
AURKA,GO:0097421,protein
AURKA,GO:0007051,protein
AURKA,GO:0010629,protein
AURKA,GO:0018105,protein
AURKA,GO:0031647,protein
AURKA,GO:0032091,protein
AURKA,GO:0061523,protein
AURKA,GO:0090141,protein
RAB29,GO:0006888,protein
RAB29,GO:0001921,protein
RAB29,GO:0007005,protein
RAB29,GO:0007030,protein
RAB29,GO:0007416,protein
RAB29,GO:0009617,protein
RAB29,GO:0010977,protein
RAB29,GO:0042110,protein
RAB29,GO:0042147,protein
RAB29,GO:0044788,protein
RAB29,GO:0050862,protein
RAB29,GO:0072657,protein
RAB29,GO:0090316,protein
RAB29,GO:1990748,protein
VPS26C,GO:0032456,protein
PPP1R12A,GO:1903140,protein
PPP1R12A,GO:0000278,protein
PPP1R12A,GO:0006470,protein
PPP1R12A,GO:0007098,protein
PPP1R12A,GO:0030155,protein
PPP1R12A,GO:0035507,protein
PPP1R12A,GO:0035508,protein
PPP1R12A,GO:0043086,protein
PPP1R12A,GO:0045944,protein
SLC27A2,GO:0044539,protein
SLC27A2,GO:0001561,protein
SLC27A2,GO:0001676,protein
SLC27A2,GO:0006635,protein
SLC27A2,GO:0006699,protein
SLC27A2,GO:0097089,protein
GAK,GO:0006898,protein
GAK,GO:0007030,protein
GAK,GO:0010977,protein
GAK,GO:0034067,protein
GAK,GO:0046907,protein
GAK,GO:0048268,protein
GAK,GO:0072318,protein
GAK,GO:0072583,protein
GAK,GO:0072659,protein
GAK,GO:0090160,protein
GAK,GO:1905443,protein
AZIN1,GO:0042177,protein
AZIN1,GO:1902269,protein
ZNF263,GO:0000122,protein
ZNF263,GO:0045944,protein
XPO1,GO:0006611,protein
XPO1,GO:0000054,protein
XPO1,GO:0000055,protein
XPO1,GO:0000056,protein
XPO1,GO:0006913,protein
XPO1,GO:0032434,protein
XPO1,GO:0042254,protein
BTAF1,GO:0035562,protein
BTAF1,GO:0045892,protein
ATP2A1,GO:0006816,protein
ATP2A1,GO:0008637,protein
ATP2A1,GO:0031448,protein
ATP2A1,GO:0032470,protein
ATP2A1,GO:0032471,protein
ATP2A1,GO:0034976,protein
ATP2A1,GO:0051561,protein
ATP2A1,GO:0051659,protein
ATP2A1,GO:0070059,protein
ATP2A1,GO:0070509,protein
ATP2A1,GO:0090076,protein
ARHGEF10,GO:0022011,protein
ARHGEF10,GO:0051298,protein
ARHGEF10,GO:0051496,protein
ARHGEF10,GO:0090307,protein
ARHGEF10,GO:0090630,protein
ZNF609,GO:2000291,protein
SPTBN2,GO:0016192,protein
SEC16A,GO:0003400,protein
SEC16A,GO:0006888,protein
SEC16A,GO:0006893,protein
SEC16A,GO:0007029,protein
SEC16A,GO:0034976,protein
SEC16A,GO:0050821,protein
SEC16A,GO:0070973,protein
PLXNB2,GO:0007156,protein
PLXNB2,GO:0010976,protein
PLXNB2,GO:0045727,protein
AREL1,GO:0006511,protein
AREL1,GO:0016567,protein
AREL1,GO:0043066,protein
AREL1,GO:0070979,protein
AREL1,GO:1990390,protein
TECPR2,GO:0032527,protein
SEMA3E,GO:0021828,protein
SEMA3E,GO:0043524,protein
SEMA3E,GO:0051897,protein
SEMA3E,GO:0071526,protein
SETD1A,GO:0007420,protein
SETD1A,GO:1902036,protein
SETD1A,GO:1902275,protein
N4BP3,GO:0045087,protein
SYNJ2,GO:0048488,protein
ZBTB5,GO:0000122,protein
GARRE1,GO:0016601,protein
KIF3B,GO:0036372,protein
KIF3B,GO:0042073,protein
KIF3B,GO:0060271,protein
KIF3B,GO:0090307,protein
PFAS,GO:0006177,protein
PFAS,GO:0006189,protein
PFAS,GO:0044208,protein
PFAS,GO:0097294,protein
ADAMTS3,GO:0010573,protein
ADAMTS3,GO:0016485,protein
ADAMTS3,GO:0032964,protein
ADAMTS3,GO:1900748,protein
CEP290,GO:0070201,protein
CEP290,GO:0045893,protein
CEP290,GO:0060271,protein
CEP290,GO:0090316,protein
ARHGEF11,GO:0007186,protein
ARHGEF11,GO:0007266,protein
ARHGEF11,GO:0045893,protein
ZNF536,GO:0000122,protein
PRORP,GO:0097745,protein
SMAD7,GO:0000122,protein
SMAD7,GO:0010717,protein
SMAD7,GO:0010801,protein
SMAD7,GO:0010944,protein
SMAD7,GO:0022409,protein
SMAD7,GO:0030512,protein
SMAD7,GO:0030514,protein
SMAD7,GO:0031397,protein
SMAD7,GO:0031503,protein
SMAD7,GO:0032926,protein
SMAD7,GO:0033137,protein
SMAD7,GO:0034333,protein
SMAD7,GO:0050821,protein
SMAD7,GO:0051444,protein
SMAD7,GO:0060392,protein
SMAD7,GO:0071560,protein
CHUK,GO:0006468,protein
CHUK,GO:0007249,protein
CHUK,GO:0032088,protein
CHUK,GO:0032727,protein
CHUK,GO:0033209,protein
CHUK,GO:0034142,protein
CHUK,GO:0034614,protein
CHUK,GO:0038061,protein
CHUK,GO:0043123,protein
CHUK,GO:0045893,protein
CHUK,GO:0045944,protein
CHUK,GO:0071276,protein
CHUK,GO:0071356,protein
CHUK,GO:0098586,protein
LSM1,GO:0071044,protein
NPC1,GO:0006914,protein
NPC1,GO:0006486,protein
NPC1,GO:0030301,protein
NPC1,GO:0031579,protein
NPC1,GO:0032365,protein
NPC1,GO:0032367,protein
NPC1,GO:0033344,protein
NPC1,GO:0042632,protein
NPC1,GO:0046718,protein
NPC1,GO:0090150,protein
NPC1,GO:1904262,protein
TBX3,GO:0009887,protein
TBX3,GO:0035136,protein
TBX3,GO:0000122,protein
TBX3,GO:0001501,protein
TBX3,GO:0003272,protein
TBX3,GO:0008284,protein
TBX3,GO:0008595,protein
TBX3,GO:0030539,protein
TBX3,GO:0030540,protein
TBX3,GO:0030879,protein
TBX3,GO:0032275,protein
TBX3,GO:0035115,protein
TBX3,GO:0042733,protein
TBX3,GO:0043066,protein
TBX3,GO:0045662,protein
TBX3,GO:0045787,protein
TBX3,GO:0045892,protein
TBX3,GO:0045944,protein
TBX3,GO:0046884,protein
TBX3,GO:0048332,protein
TBX3,GO:0060317,protein
TBX3,GO:0060931,protein
TBX3,GO:0090398,protein
TBX3,GO:1905072,protein
TBX3,GO:2000137,protein
AGPAT2,GO:0001819,protein
AGPAT2,GO:0006654,protein
DEGS1,GO:0043217,protein
ANGPT2,GO:0010467,protein
ANGPT2,GO:0043537,protein
ANGPT2,GO:0048014,protein
ANGPT2,GO:0050928,protein
SCAMP1,GO:0015031,protein
SCAMP2,GO:0015031,protein
ARPC1B,GO:0034314,protein
ARPC2,GO:0010592,protein
ARPC2,GO:0034314,protein
ARPC3,GO:0034314,protein
MUSK,GO:0001934,protein
MUSK,GO:0007528,protein
MDM4,GO:0000122,protein
MDM4,GO:0042177,protein
MDM4,GO:0045892,protein
MDM4,GO:0065003,protein
PLSCR1,GO:0006915,protein
PLSCR1,GO:0010288,protein
PLSCR1,GO:0010628,protein
PLSCR1,GO:0017121,protein
PLSCR1,GO:0035456,protein
PLSCR1,GO:0045071,protein
PLSCR1,GO:0045089,protein
PLSCR1,GO:0045944,protein
PLSCR1,GO:0050765,protein
PLSCR1,GO:0051607,protein
PLSCR1,GO:0070782,protein
PLSCR1,GO:1905820,protein
PLSCR1,GO:2000373,protein
TRIM24,GO:0016567,protein
TRIM24,GO:0030163,protein
TRIM24,GO:0031647,protein
TRIM24,GO:0042981,protein
TRIM24,GO:0071391,protein
LDLRAD4,GO:0010719,protein
LDLRAD4,GO:0030336,protein
LDLRAD4,GO:0030512,protein
LDLRAD4,GO:0060392,protein
AXIN1,GO:0001934,protein
AXIN1,GO:0031398,protein
AXIN1,GO:0032147,protein
AXIN1,GO:0045732,protein
AXIN1,GO:0065003,protein
AXIN1,GO:0090090,protein
PGRMC2,GO:0060612,protein
TBXT,GO:0003007,protein
TBXT,GO:0045944,protein
TBXT,GO:0060379,protein
UBD,GO:0006511,protein
UBD,GO:0016567,protein
UBD,GO:0043011,protein
UBD,GO:0043065,protein
UBD,GO:0043123,protein
UBD,GO:0070842,protein
UBD,GO:1901990,protein
PFDN6,GO:0006457,protein
PFDN6,GO:0051131,protein
PFDN6,GO:1905907,protein
WDR46,GO:0042274,protein
GSTA4,GO:0006749,protein
GSTA4,GO:0006805,protein
NKRF,GO:0045892,protein
NKRF,GO:0045944,protein
GNPAT,GO:0008611,protein
KMO,GO:0009651,protein
KMO,GO:0019674,protein
KMO,GO:0070189,protein
LAMA5,GO:0007229,protein
LAMA5,GO:0016477,protein
LAMA5,GO:0034446,protein
LAMA5,GO:0048705,protein
CASC3,GO:0000398,protein
CASC3,GO:2000622,protein
NDUFA1,GO:0032981,protein
LEPROT,GO:0046426,protein
LEPROT,GO:0060400,protein
LEPROT,GO:1903955,protein
LEPROT,GO:2000009,protein
SLC22A2,GO:0015695,protein
SLC22A2,GO:0006836,protein
SLC22A2,GO:0006837,protein
SLC22A2,GO:0015732,protein
SLC22A2,GO:0015837,protein
SLC22A2,GO:0015847,protein
SLC22A2,GO:0015870,protein
SLC22A2,GO:0015871,protein
SLC22A2,GO:0015872,protein
SLC22A2,GO:0015874,protein
SLC22A2,GO:0042908,protein
SLC22A2,GO:0048241,protein
SLC22A2,GO:0051608,protein
SLC22A2,GO:0051610,protein
SLC22A2,GO:0051615,protein
SLC22A2,GO:0051620,protein
SLC22A2,GO:0071934,protein
SLC22A2,GO:0089718,protein
SLC22A2,GO:0090494,protein
SLC22A2,GO:0097638,protein
SLC22A2,GO:0140115,protein
SLC22A2,GO:1902475,protein
SLC22A2,GO:1990748,protein
SLC22A1,GO:0006836,protein
SLC22A1,GO:0006837,protein
SLC22A1,GO:0015695,protein
SLC22A1,GO:0015697,protein
SLC22A1,GO:0015732,protein
SLC22A1,GO:0015844,protein
SLC22A1,GO:0015847,protein
SLC22A1,GO:0015870,protein
SLC22A1,GO:0015872,protein
SLC22A1,GO:0015874,protein
SLC22A1,GO:0015888,protein
SLC22A1,GO:0042908,protein
SLC22A1,GO:0048241,protein
SLC22A1,GO:0051610,protein
SLC22A1,GO:0071934,protein
SLC22A1,GO:0090494,protein
SLC22A1,GO:1990748,protein
CLIC2,GO:0010880,protein
CLIC2,GO:0051099,protein
CLIC2,GO:0060315,protein
RER1,GO:0006890,protein
NPHP1,GO:1903348,protein
SURF4,GO:0032527,protein
SURF4,GO:0034498,protein
SURF4,GO:0007030,protein
SURF4,GO:0010638,protein
SURF4,GO:0032368,protein
SURF4,GO:0042953,protein
SURF4,GO:0055088,protein
DEFB4A,GO:0042742,protein
DEFB4A,GO:0006935,protein
DEFB4A,GO:0031640,protein
DEFB4A,GO:0050829,protein
DEFB4A,GO:0050830,protein
DEFB4A,GO:0050832,protein
DEFB4A,GO:0061760,protein
DEFB4A,GO:0061844,protein
MAPK13,GO:0006970,protein
MAPK13,GO:0018105,protein
MAPK13,GO:0032755,protein
MAPK13,GO:0034644,protein
MAPK13,GO:0051403,protein
MAPK13,GO:0070301,protein
MAPK13,GO:0071347,protein
MAPK13,GO:0072709,protein
MAPK13,GO:0072740,protein
MAPK13,GO:1903936,protein
ATXN7,GO:0000226,protein
ATXN7,GO:0006357,protein
ATXN7,GO:0007026,protein
SHOX,GO:0045944,protein
SPTLC1,GO:0030148,protein
SPTLC1,GO:0046513,protein
SPTLC1,GO:1904504,protein
SPTLC1,GO:0046512,protein
SPTLC2,GO:0030148,protein
SPTLC2,GO:0046513,protein
SPTLC2,GO:1904504,protein
SPTLC2,GO:0046512,protein
TCAP,GO:0003300,protein
TCAP,GO:0007512,protein
TCAP,GO:0014898,protein
TCAP,GO:0030240,protein
TCAP,GO:0030241,protein
TCAP,GO:0035995,protein
TCAP,GO:0045214,protein
TCAP,GO:0048769,protein
TCAP,GO:0055003,protein
TCAP,GO:0055008,protein
TCAP,GO:0055013,protein
TCAP,GO:0060048,protein
FANCG,GO:0007005,protein
OGT,GO:0006110,protein
OGT,GO:0006357,protein
OGT,GO:0006493,protein
OGT,GO:0006915,protein
OGT,GO:0016485,protein
OGT,GO:0031397,protein
OGT,GO:0032435,protein
OGT,GO:0032868,protein
OGT,GO:0035020,protein
OGT,GO:0045727,protein
OGT,GO:0045862,protein
OGT,GO:0045944,protein
OGT,GO:0046626,protein
OGT,GO:0071333,protein
OGT,GO:1904263,protein
ALOX15B,GO:0006629,protein
ALOX15B,GO:0006644,protein
ALOX15B,GO:0008285,protein
ALOX15B,GO:0010744,protein
ALOX15B,GO:0019369,protein
ALOX15B,GO:0032722,protein
ALOX15B,GO:0045786,protein
ALOX15B,GO:0045926,protein
ALOX15B,GO:0071926,protein
ALOX15B,GO:1901696,protein
ALOX15B,GO:2001303,protein
PPM1D,GO:0035970,protein
PPM1D,GO:0045814,protein
GRM6,GO:0007216,protein
GRM6,GO:0050908,protein
GRM6,GO:1905665,protein
SIVA1,GO:0097191,protein
RAD51B,GO:0000724,protein
RAD51B,GO:0010971,protein
POLR3G,GO:0006383,protein
POLR3G,GO:0032728,protein
POLR3G,GO:0045089,protein
ATP6V0E1,GO:1902600,protein
