node,type
GO:0106110,GO
GO:0106111,GO
GO:1905405,GO
GO:0106112,GO
GO:1905412,GO
GO:0106113,GO
GO:1905406,GO
GO:0106114,GO
GO:0106115,GO
GO:0106116,GO
GO:0106117,GO
GO:0106121,GO
GO:1901403,GO
GO:0106122,GO
GO:1901402,GO
GO:0106128,GO
GO:0106129,GO
GO:0106134,GO
GO:0106135,GO
GO:0106136,GO
GO:0106146,GO
GO:0106147,GO
GO:0106148,GO
GO:0106150,GO
GO:0106154,GO
GO:0120165,GO
GO:0106167,GO
GO:0106210,GO
GO:0106212,GO
GO:0106213,GO
GO:0106214,GO
GO:0106215,GO
GO:0106216,GO
GO:0106218,GO
GO:0106225,GO
GO:0106230,GO
GO:0106233,GO
GO:0106236,GO
GO:0106246,GO
GO:1901917,GO
GO:0106247,GO
GO:1901918,GO
GO:0106248,GO
GO:1901919,GO
GO:0106253,GO
GO:0106278,GO
GO:0106279,GO
GO:0106280,GO
GO:0106295,GO
GO:0106296,GO
GO:0106297,GO
GO:0106298,GO
GO:0106299,GO
GO:0106303,GO
GO:0106304,GO
GO:0106305,GO
GO:0106336,GO
GO:0106349,GO
GO:0106381,GO
GO:0106384,GO
GO:0106385,GO
GO:0106387,GO
GO:0106393,GO
GO:1900534,GO
GO:0106394,GO
GO:0106395,GO
GO:0106396,GO
GO:0106397,GO
GO:0106398,GO
GO:0106400,GO
GO:0106410,GO
GO:0180031,GO
GO:0106426,GO
GO:0106427,GO
GO:0106428,GO
GO:0106434,GO
GO:2000235,GO
GO:0110003,GO
GO:0110004,GO
GO:2000237,GO
GO:0110005,GO
GO:0110010,GO
GO:0110011,GO
GO:0110012,GO
GO:0110013,GO
GO:0110014,GO
GO:0110015,GO
GO:0110018,GO
GO:0110019,GO
GO:0110021,GO
GO:0110022,GO
GO:0110023,GO
GO:2000818,GO
GO:0110028,GO
GO:0110029,GO
GO:0110032,GO
GO:0110033,GO
GO:0110034,GO
GO:1902660,GO
GO:0110037,GO
GO:0110038,GO
GO:0110039,GO
GO:0110040,GO
GO:0110041,GO
GO:0110042,GO
GO:0110043,GO
GO:0110044,GO
GO:0110045,GO
GO:0110051,GO
GO:0110052,GO
GO:0110054,GO
GO:0110055,GO
GO:0110056,GO
GO:0110057,GO
GO:0110058,GO
GO:0110065,GO
GO:0120110,GO
GO:0110066,GO
GO:0110069,GO
GO:0110072,GO
GO:0110073,GO
GO:0110074,GO
GO:0110077,GO
GO:0110079,GO
GO:0110080,GO
GO:0110081,GO
GO:0110082,GO
GO:1903476,GO
GO:0110083,GO
GO:0110084,GO
GO:1903500,GO
GO:1903828,GO
GO:0110088,GO
GO:0110089,GO
GO:0110090,GO
GO:0110094,GO
GO:0110098,GO
GO:0110101,GO
GO:0110102,GO
GO:0110105,GO
GO:0110107,GO
GO:0110108,GO
GO:0110109,GO
GO:0110119,GO
GO:0110120,GO
GO:1990735,GO
GO:0110121,GO
GO:0110122,GO
GO:0110123,GO
GO:0110124,GO
GO:0110125,GO
GO:0110127,GO
GO:0110128,GO
GO:0110134,GO
GO:0110136,GO
GO:0110137,GO
GO:0110138,GO
GO:0110139,GO
GO:0110140,GO
GO:0110141,GO
GO:0110147,GO
GO:0110159,GO
GO:0110160,GO
GO:1905831,GO
GO:0110161,GO
GO:0110162,GO
GO:0110163,GO
GO:1902845,GO
GO:0110164,GO
GO:0110166,GO
GO:0120006,GO
GO:0120007,GO
GO:0120008,GO
GO:0120010,GO
GO:0120011,GO
GO:0120029,GO
GO:0120030,GO
GO:0120040,GO
GO:0120042,GO
GO:0120045,GO
GO:0120046,GO
GO:1902577,GO
GO:0120047,GO
GO:0120054,GO
GO:0120055,GO
GO:0120057,GO
GO:0120058,GO
GO:0120059,GO
GO:0120060,GO
GO:0120061,GO
GO:0120062,GO
GO:0120064,GO
GO:0120065,GO
GO:0120066,GO
GO:0120067,GO
GO:0120068,GO
GO:1904304,GO
GO:0120069,GO
GO:0120070,GO
GO:1904305,GO
GO:0120071,GO
GO:0120072,GO
GO:0120073,GO
GO:0120074,GO
GO:0120075,GO
GO:0120076,GO
GO:0120077,GO
GO:0120084,GO
GO:0120093,GO
GO:0120109,GO
GO:0120112,GO
GO:0120113,GO
GO:0120116,GO
GO:0120117,GO
GO:0120122,GO
GO:0120132,GO
GO:0120133,GO
GO:0120137,GO
GO:0120138,GO
GO:0120139,GO
GO:0120140,GO
GO:0120141,GO
GO:0120142,GO
GO:0120143,GO
GO:0120145,GO
GO:0120161,GO
GO:0120162,GO
GO:0120164,GO
GO:0120166,GO
GO:0120168,GO
GO:0120169,GO
GO:0120174,GO
GO:0120175,GO
GO:0120176,GO
GO:0120177,GO
GO:0120179,GO
GO:0120180,GO
GO:0120181,GO
GO:0120182,GO
GO:0120184,GO
GO:0120185,GO
GO:0120189,GO
GO:0120190,GO
GO:0120191,GO
GO:1904594,GO
GO:0120193,GO
GO:0120194,GO
GO:0120195,GO
GO:0120196,GO
GO:0120198,GO
GO:0120207,GO
GO:0120211,GO
GO:0120213,GO
GO:0120214,GO
GO:0120215,GO
GO:0120218,GO
GO:0120221,GO
GO:0120222,GO
GO:0120223,GO
GO:0120224,GO
GO:0120232,GO
GO:0120235,GO
GO:0120236,GO
GO:0120245,GO
GO:0120258,GO
GO:0120261,GO
GO:0120262,GO
GO:0120263,GO
GO:0120264,GO
GO:0120265,GO
GO:0120266,GO
GO:0120268,GO
GO:0120270,GO
GO:0120271,GO
GO:0120272,GO
GO:0120273,GO
GO:0120275,GO
GO:0120276,GO
GO:0120277,GO
GO:0120278,GO
GO:0120290,GO
GO:0120291,GO
GO:1903221,GO
GO:0120292,GO
GO:0120302,GO
GO:0120303,GO
GO:0120304,GO
GO:0120306,GO
GO:0120308,GO
GO:0120309,GO
GO:0120310,GO
GO:0120311,GO
GO:0120312,GO
GO:0120313,GO
GO:0120314,GO
GO:0120315,GO
GO:0120318,GO
GO:0120320,GO
GO:0120322,GO
GO:0120324,GO
GO:0120326,GO
GO:0120329,GO
GO:0120331,GO
GO:0120332,GO
GO:0140018,GO
GO:1900247,GO
GO:0140023,GO
GO:0140024,GO
GO:0140025,GO
GO:0140026,GO
GO:0140027,GO
GO:0140028,GO
GO:0140040,GO
GO:0140043,GO
GO:0140049,GO
GO:0140050,GO
GO:0140051,GO
GO:0140057,GO
GO:0140059,GO
GO:0140075,GO
GO:0140076,GO
GO:0140084,GO
GO:0140113,GO
GO:0140114,GO
GO:0140116,GO
GO:1903424,GO
GO:0140121,GO
GO:0140122,GO
GO:0140123,GO
GO:0140124,GO
GO:0140125,GO
GO:0140140,GO
GO:0140145,GO
GO:0140146,GO
GO:0140147,GO
GO:0140159,GO
GO:0140196,GO
GO:0140199,GO
GO:0140201,GO
GO:0140202,GO
GO:0140203,GO
GO:0140204,GO
GO:1903090,GO
GO:0140205,GO
GO:0140209,GO
GO:0140210,GO
GO:0140215,GO
GO:0140216,GO
GO:0140217,GO
GO:0140227,GO
GO:0140231,GO
GO:0140235,GO
GO:0140236,GO
GO:0140241,GO
GO:0140237,GO
GO:0140242,GO
GO:0140247,GO
GO:0140249,GO
GO:0140252,GO
GO:0140256,GO
GO:0140270,GO
GO:0140273,GO
GO:0140274,GO
GO:0140278,GO
GO:0140279,GO
GO:1903436,GO
GO:0140280,GO
GO:1903437,GO
GO:0140281,GO
GO:0140301,GO
GO:0140302,GO
GO:0140317,GO
GO:0140321,GO
GO:0140325,GO
GO:0140330,GO
GO:0140334,GO
GO:0140357,GO
GO:0140380,GO
GO:0140384,GO
GO:0140590,GO
GO:0140415,GO
GO:0140405,GO
GO:0140406,GO
GO:0140408,GO
GO:0140409,GO
GO:0140420,GO
GO:0140421,GO
GO:0140423,GO
GO:0140425,GO
GO:0140426,GO
GO:0140429,GO
GO:0140430,GO
GO:0140433,GO
GO:1902363,GO
GO:1902441,GO
GO:0140434,GO
GO:0140435,GO
GO:1902364,GO
GO:0140446,GO
GO:0140454,GO
GO:0140456,GO
GO:0140459,GO
GO:0140460,GO
GO:0140462,GO
GO:0140464,GO
GO:1902497,GO
GO:0140471,GO
GO:0140479,GO
GO:0140480,GO
GO:1990608,GO
GO:0140495,GO
GO:0140499,GO
GO:0140500,GO
GO:0140502,GO
GO:0140504,GO
GO:0140505,GO
GO:0140509,GO
GO:0140515,GO
GO:0140516,GO
GO:0140526,GO
GO:0140528,GO
GO:0140529,GO
GO:0140530,GO
GO:0140533,GO
GO:0140538,GO
GO:0140539,GO
GO:0140540,GO
GO:0140541,GO
GO:0140542,GO
GO:0140543,GO
GO:0140544,GO
GO:0140547,GO
GO:0140548,GO
GO:0140568,GO
GO:0140572,GO
GO:0140582,GO
GO:0140591,GO
GO:0140604,GO
GO:0140609,GO
GO:0140614,GO
GO:0140623,GO
GO:0140624,GO
GO:0140626,GO
GO:0140635,GO
GO:0140636,GO
GO:0140641,GO
GO:0140642,GO
GO:0140645,GO
GO:0140646,GO
GO:0140647,GO
GO:0140648,GO
GO:0140649,GO
GO:0140651,GO
GO:0140652,GO
GO:0140654,GO
GO:0140667,GO
GO:0140668,GO
GO:0140669,GO
GO:0140676,GO
GO:0140698,GO
GO:0140709,GO
GO:0140710,GO
GO:0140711,GO
GO:0140712,GO
GO:0140717,GO
GO:0140722,GO
GO:0140723,GO
GO:0140724,GO
GO:1900734,GO
GO:0140725,GO
GO:0140727,GO
GO:0140729,GO
GO:0140730,GO
GO:0140731,GO
GO:0140732,GO
GO:0140734,GO
GO:0140735,GO
GO:0140736,GO
GO:0140742,GO
GO:0140743,GO
GO:0140746,GO
GO:0140748,GO
GO:0140755,GO
GO:0140763,GO
GO:0140779,GO
GO:0140781,GO
GO:0140782,GO
GO:0140783,GO
GO:0140821,GO
GO:0140845,GO
GO:0140846,GO
GO:0140847,GO
GO:0140854,GO
GO:0140865,GO
GO:0140866,GO
GO:0140872,GO
GO:0140873,GO
GO:0140874,GO
GO:0140875,GO
GO:0140876,GO
GO:0140877,GO
GO:0140878,GO
GO:0140879,GO
GO:0140880,GO
GO:0140881,GO
GO:0140883,GO
GO:0140884,GO
GO:0140885,GO
GO:0140887,GO
GO:0140891,GO
GO:0140898,GO
GO:0140899,GO
GO:0140904,GO
GO:0140909,GO
GO:0140913,GO
GO:0140914,GO
GO:0140915,GO
GO:0140917,GO
GO:0140919,GO
GO:0140920,GO
GO:0140921,GO
GO:0140922,GO
GO:0140923,GO
GO:0140925,GO
GO:0140928,GO
GO:0140964,GO
GO:0140965,GO
GO:0140966,GO
GO:0140967,GO
GO:0140969,GO
GO:0140971,GO
GO:0140973,GO
GO:0140974,GO
GO:0140976,GO
GO:0140977,GO
GO:0140980,GO
GO:0140982,GO
GO:0140986,GO
GO:0140990,GO
GO:0140991,GO
GO:0141006,GO
GO:0141007,GO
GO:0141009,GO
GO:0141010,GO
GO:0141011,GO
GO:0141013,GO
GO:0141017,GO
GO:0141018,GO
GO:0141023,GO
GO:0141024,GO
GO:0141025,GO
GO:0141026,GO
GO:0141027,GO
GO:0141028,GO
GO:0141029,GO
GO:0141030,GO
GO:0141031,GO
GO:0141032,GO
GO:0141033,GO
GO:0141034,GO
GO:0141042,GO
GO:0141043,GO
GO:0141044,GO
GO:0141059,GO
GO:0141062,GO
GO:0141063,GO
GO:0141064,GO
GO:0141065,GO
GO:0141066,GO
GO:0141070,GO
GO:0141071,GO
GO:0141072,GO
GO:0141073,GO
GO:0141074,GO
GO:0141078,GO
GO:0141079,GO
GO:0141080,GO
GO:0141081,GO
GO:0141082,GO
GO:0141083,GO
GO:0141084,GO
GO:0141085,GO
GO:0141086,GO
GO:0141087,GO
GO:0141088,GO
GO:0141092,GO
GO:0141104,GO
GO:0141113,GO
GO:0141115,GO
GO:0141116,GO
GO:0141117,GO
GO:0141119,GO
GO:0141123,GO
GO:0141127,GO
GO:0141128,GO
GO:0141129,GO
GO:0141130,GO
GO:0141132,GO
GO:0141134,GO
GO:0141135,GO
GO:0141139,GO
GO:0141146,GO
GO:0141140,GO
GO:0141141,GO
GO:0141144,GO
GO:0141145,GO
GO:0141149,GO
GO:0141150,GO
GO:0141151,GO
GO:0141155,GO
GO:0141156,GO
GO:1990215,GO
GO:0141158,GO
GO:0141159,GO
GO:0141160,GO
GO:0141161,GO
GO:0141163,GO
GO:0141166,GO
GO:0141167,GO
GO:0141168,GO
GO:0141169,GO
GO:0141170,GO
GO:0141173,GO
GO:0141174,GO
GO:0141176,GO
GO:0141178,GO
GO:0141179,GO
GO:0141184,GO
GO:0141190,GO
GO:0141191,GO
GO:0141196,GO
GO:0141198,GO
GO:0141199,GO
GO:0141201,GO
GO:0141203,GO
GO:0141204,GO
GO:0141209,GO
GO:0150007,GO
GO:0150008,GO
GO:0150011,GO
GO:0150012,GO
GO:0150013,GO
GO:0150018,GO
GO:0150019,GO
GO:0150020,GO
GO:0150021,GO
GO:0150022,GO
GO:0150023,GO
GO:0150031,GO
GO:0150035,GO
GO:0150036,GO
GO:0150037,GO
GO:0150038,GO
GO:0150044,GO
GO:0150045,GO
GO:0150054,GO
GO:0150059,GO
GO:0150060,GO
GO:0150061,GO
GO:0150062,GO
GO:0150063,GO
GO:0150064,GO
GO:0150066,GO
GO:0150067,GO
GO:0150068,GO
GO:0150069,GO
GO:0150070,GO
GO:0150071,GO
GO:0150073,GO
GO:0150075,GO
GO:0150076,GO
GO:0150077,GO
GO:0150089,GO
GO:0150090,GO
GO:0150091,GO
GO:0150092,GO
GO:0150099,GO
GO:0150103,GO
GO:0150119,GO
GO:0150127,GO
GO:0150128,GO
GO:0150136,GO
GO:0150137,GO
GO:0150138,GO
GO:0150139,GO
GO:0150140,GO
GO:0150141,GO
GO:0150142,GO
GO:0150143,GO
GO:0150144,GO
GO:0150145,GO
GO:0150151,GO
GO:0150152,GO
GO:0150153,GO
GO:0150155,GO
GO:0150157,GO
GO:0150158,GO
GO:0150159,GO
GO:0150173,GO
GO:0150175,GO
GO:0150176,GO
GO:0150177,GO
GO:0150178,GO
GO:0150179,GO
GO:0150180,GO
GO:0150189,GO
GO:0150190,GO
GO:0150191,GO
GO:0150200,GO
GO:0150201,GO
GO:0150202,GO
GO:0160001,GO
GO:0160015,GO
GO:0160017,GO
GO:0160018,GO
GO:0160019,GO
GO:0160022,GO
GO:0160023,GO
GO:0160024,GO
GO:0160025,GO
GO:0160027,GO
GO:0160028,GO
GO:0160029,GO
GO:0160030,GO
GO:0160031,GO
GO:0160032,GO
GO:0160033,GO
GO:0160034,GO
GO:0160035,GO
GO:0160036,GO
GO:1905876,GO
GO:0160037,GO
GO:1905875,GO
GO:0160038,GO
GO:0160048,GO
GO:0160052,GO
GO:0160057,GO
GO:0160058,GO
GO:0160059,GO
GO:0160060,GO
GO:0160061,GO
GO:0160062,GO
GO:0160068,GO
GO:0160069,GO
GO:0160070,GO
GO:0160071,GO
GO:0160073,GO
GO:0160076,GO
GO:0160078,GO
GO:0160083,GO
GO:0160086,GO
GO:0160087,GO
GO:0160091,GO
GO:0160093,GO
GO:0160094,GO
GO:0160095,GO
GO:0160096,GO
GO:0160108,GO
GO:0160109,GO
GO:0160119,GO
GO:0160122,GO
GO:0160131,GO
GO:0160155,GO
GO:0160156,GO
GO:0160159,GO
GO:0160160,GO
GO:0160161,GO
GO:1900421,GO
GO:0160164,GO
GO:0160165,GO
GO:0160174,GO
GO:0160175,GO
GO:0160177,GO
GO:0160179,GO
GO:0160181,GO
GO:0160184,GO
GO:0170002,GO
GO:0170006,GO
GO:0170046,GO
GO:0170048,GO
GO:0180002,GO
GO:0180012,GO
GO:0180011,GO
GO:0180023,GO
GO:0180025,GO
GO:0180027,GO
GO:0180029,GO
GO:0180034,GO
GO:0180035,GO
GO:0180036,GO
GO:0180037,GO
GO:0180040,GO
GO:1900000,GO
GO:1900001,GO
GO:1900002,GO
GO:1900003,GO
GO:1902571,GO
GO:1902572,GO
GO:1902573,GO
GO:1900010,GO
GO:1900012,GO
GO:1900019,GO
GO:1900023,GO
GO:1900030,GO
GO:1900032,GO
GO:1900033,GO
GO:1900035,GO
GO:1900039,GO
GO:1900052,GO
GO:1900054,GO
GO:1900055,GO
GO:1900056,GO
GO:1900057,GO
GO:1900058,GO
GO:1900059,GO
GO:1900064,GO
GO:1900065,GO
GO:1900419,GO
GO:1900066,GO
GO:1900067,GO
GO:1900068,GO
GO:1901000,GO
GO:1900070,GO
GO:1901001,GO
GO:1900071,GO
GO:1900072,GO
GO:1900073,GO
GO:1900074,GO
GO:1900075,GO
GO:1900079,GO
GO:1900080,GO
GO:1900081,GO
GO:1900084,GO
GO:1900086,GO
GO:1900088,GO
GO:1900089,GO
GO:1900090,GO
GO:1900091,GO
GO:1900092,GO
GO:1900093,GO
GO:1900098,GO
GO:1900102,GO
GO:1905898,GO
GO:1900104,GO
GO:1900105,GO
GO:1900108,GO
GO:1900115,GO
GO:1900117,GO
GO:1900123,GO
GO:1900124,GO
GO:1900125,GO
GO:1900128,GO
GO:1901980,GO
GO:1900130,GO
GO:1900132,GO
GO:1900133,GO
GO:1900134,GO
GO:1900135,GO
GO:1900136,GO
GO:1900137,GO
GO:1900139,GO
GO:1900141,GO
GO:1900143,GO
GO:1900144,GO
GO:2001284,GO
GO:1900147,GO
GO:1903975,GO
GO:1900148,GO
GO:1900149,GO
GO:1900154,GO
GO:1900156,GO
GO:1900157,GO
GO:1900160,GO
GO:1900161,GO
GO:1900162,GO
GO:1900166,GO
GO:1900167,GO
GO:1900169,GO
GO:1900170,GO
GO:1900171,GO
GO:1900177,GO
GO:1900178,GO
GO:1900179,GO
GO:1900183,GO
GO:2001307,GO
GO:1900184,GO
GO:1900185,GO
GO:1900187,GO
GO:1900188,GO
GO:1900189,GO
GO:1900190,GO
GO:1900191,GO
GO:1900192,GO
GO:1900193,GO
GO:1900196,GO
GO:1900197,GO
GO:1900198,GO
GO:1900199,GO
GO:1900200,GO
GO:1900204,GO
GO:1900205,GO
GO:1900206,GO
GO:1900207,GO
GO:1900208,GO
GO:1900209,GO
GO:1900210,GO
GO:1900214,GO
GO:1900215,GO
GO:1900216,GO
GO:1900217,GO
GO:1900218,GO
GO:1900219,GO
GO:1900220,GO
GO:1900225,GO
GO:1900228,GO
GO:1900230,GO
GO:1900231,GO
GO:1900232,GO
GO:1900233,GO
GO:1900234,GO
GO:1900235,GO
GO:1900236,GO
GO:1900237,GO
GO:2000589,GO
GO:1900239,GO
GO:1900240,GO
GO:1900241,GO
GO:1900243,GO
GO:1903422,GO
GO:1903423,GO
GO:1900248,GO
GO:1900249,GO
GO:1900259,GO
GO:1900261,GO
GO:1900262,GO
GO:1900263,GO
GO:1900265,GO
GO:1900266,GO
GO:1900267,GO
GO:1900268,GO
GO:1900269,GO
GO:1900270,GO
GO:1900271,GO
GO:1900276,GO
GO:1900277,GO
GO:1900278,GO
GO:1900279,GO
GO:2000523,GO
GO:1900281,GO
GO:2000525,GO
GO:1900282,GO
GO:2000930,GO
GO:1900283,GO
GO:2000931,GO
GO:1900284,GO
GO:2000932,GO
GO:1900285,GO
GO:2001096,GO
GO:1900286,GO
GO:1900287,GO
GO:1900288,GO
GO:1900289,GO
GO:1900290,GO
GO:1900291,GO
GO:2001093,GO
GO:1900292,GO
GO:1900293,GO
GO:1900294,GO
GO:2001104,GO
GO:1900295,GO
GO:1900296,GO
GO:1900297,GO
GO:2001102,GO
GO:1900298,GO
GO:1900299,GO
GO:1900303,GO
GO:2001097,GO
GO:1900304,GO
GO:1900305,GO
GO:1900306,GO
GO:2001105,GO
GO:1900307,GO
GO:1900308,GO
GO:1900309,GO
GO:2001122,GO
GO:1900310,GO
GO:1900311,GO
GO:1900312,GO
GO:2001103,GO
GO:1900313,GO
GO:1900314,GO
GO:1900315,GO
GO:1900360,GO
GO:2001101,GO
GO:1900316,GO
GO:1900361,GO
GO:1900317,GO
GO:1900362,GO
GO:1900318,GO
GO:1901577,GO
GO:2001129,GO
GO:1900319,GO
GO:1901578,GO
GO:1900320,GO
GO:1901579,GO
GO:1900321,GO
GO:2001099,GO
GO:1900322,GO
GO:1900323,GO
GO:1900324,GO
GO:2001090,GO
GO:1900325,GO
GO:1900326,GO
GO:1900327,GO
GO:2001095,GO
GO:1900328,GO
GO:1900329,GO
GO:1900330,GO
GO:2001130,GO
GO:1900331,GO
GO:1900332,GO
GO:1900333,GO
GO:2001132,GO
GO:1900334,GO
GO:1900335,GO
GO:1900336,GO
GO:2001134,GO
GO:1900337,GO
GO:1900338,GO
GO:1900339,GO
GO:2001127,GO
GO:1900340,GO
GO:1900341,GO
GO:1900342,GO
GO:2001131,GO
GO:1900343,GO
GO:1900344,GO
GO:1900345,GO
GO:2001133,GO
GO:1900346,GO
GO:1900347,GO
GO:1900348,GO
GO:2001128,GO
GO:1900349,GO
GO:1900350,GO
GO:1900351,GO
GO:1900354,GO
GO:2001120,GO
GO:1900352,GO
GO:1900355,GO
GO:1900353,GO
GO:1900356,GO
GO:2001119,GO
GO:1900357,GO
GO:2001091,GO
GO:1900358,GO
GO:1900359,GO
GO:2001100,GO
GO:1900366,GO
GO:2000068,GO
GO:1900367,GO
GO:1900370,GO
GO:1900379,GO
GO:1900380,GO
GO:1900381,GO
GO:1900383,GO
GO:1900384,GO
GO:1900385,GO
GO:1900386,GO
GO:1900394,GO
GO:2001317,GO
GO:1900395,GO
GO:1900396,GO
GO:1900397,GO
GO:1900398,GO
GO:1900399,GO
GO:1900408,GO
GO:1900409,GO
GO:1900420,GO
GO:1900431,GO
GO:1900432,GO
GO:1900433,GO
GO:1900434,GO
GO:1900436,GO
GO:1900437,GO
GO:1900438,GO
GO:1900439,GO
GO:1900440,GO
GO:1900741,GO
GO:1900441,GO
GO:1900742,GO
GO:1900442,GO
GO:1900743,GO
GO:1900443,GO
GO:1900444,GO
GO:1900445,GO
GO:1900447,GO
GO:1900452,GO
GO:1900457,GO
GO:1900458,GO
GO:1900459,GO
GO:1900461,GO
GO:2000222,GO
GO:1900468,GO
GO:1900469,GO
GO:1900470,GO
GO:1900481,GO
GO:1900482,GO
GO:1900483,GO
GO:1903335,GO
GO:1900484,GO
GO:1903336,GO
GO:1900485,GO
GO:1903337,GO
GO:1900486,GO
GO:2001210,GO
GO:1900487,GO
GO:1903329,GO
GO:1900488,GO
GO:1903330,GO
GO:1900489,GO
GO:1900491,GO
GO:1900492,GO
GO:1900493,GO
GO:1900494,GO
GO:1900495,GO
GO:1900496,GO
GO:1900497,GO
GO:1900498,GO
GO:1900499,GO
GO:1900500,GO
GO:1900501,GO
GO:1900502,GO
GO:1900503,GO
GO:1900504,GO
GO:1900505,GO
GO:1900506,GO
GO:1900507,GO
GO:1900508,GO
GO:1900512,GO
GO:1900513,GO
GO:1900514,GO
GO:1900515,GO
GO:1900516,GO
GO:1900517,GO
GO:1900518,GO
GO:1900519,GO
GO:1900520,GO
GO:1900521,GO
GO:1900522,GO
GO:1900523,GO
GO:1900533,GO
GO:1900539,GO
GO:1900540,GO
GO:1900541,GO
GO:1900548,GO
GO:1900549,GO
GO:1900550,GO
GO:1900551,GO
GO:1900552,GO
GO:1900553,GO
GO:1900554,GO
GO:1900555,GO
GO:1900556,GO
GO:1900557,GO
GO:1900558,GO
GO:1900559,GO
GO:1900560,GO
GO:1900561,GO
GO:1900562,GO
GO:1900563,GO
GO:1900564,GO
GO:1900567,GO
GO:1900569,GO
GO:1900570,GO
GO:1900571,GO
GO:1900572,GO
GO:1900573,GO
GO:1900574,GO
GO:1900575,GO
GO:1900576,GO
GO:1900577,GO
GO:1900578,GO
GO:1900579,GO
GO:1900580,GO
GO:1900581,GO
GO:1900582,GO
GO:1900583,GO
GO:1900584,GO
GO:1900585,GO
GO:1900586,GO
GO:1900587,GO
GO:1900588,GO
GO:1900589,GO
GO:1900590,GO
GO:1900591,GO
GO:1900592,GO
GO:1900593,GO
GO:1900594,GO
GO:1900595,GO
GO:1900596,GO
GO:1900597,GO
GO:1900598,GO
GO:1900599,GO
GO:1900600,GO
GO:1900601,GO
GO:1900602,GO
GO:1900603,GO
GO:1900604,GO
GO:1900605,GO
GO:1900606,GO
GO:1900607,GO
GO:1900608,GO
GO:1900609,GO
GO:1900610,GO
GO:1900611,GO
GO:1900612,GO
GO:1900613,GO
GO:1900614,GO
GO:1900615,GO
GO:1900616,GO
GO:1900617,GO
GO:1900618,GO
GO:1900623,GO
GO:1900624,GO
GO:1900626,GO
GO:1900627,GO
GO:1900628,GO
GO:1900629,GO
GO:1900630,GO
GO:1900631,GO
GO:1900632,GO
GO:1900633,GO
GO:1900634,GO
GO:1900635,GO
GO:1900636,GO
GO:1900637,GO
GO:1900732,GO
GO:1900638,GO
GO:1900733,GO
GO:1900639,GO
GO:1900640,GO
GO:1900641,GO
GO:1900642,GO
GO:1900646,GO
GO:1900822,GO
GO:1900647,GO
GO:1900823,GO
GO:1900648,GO
GO:1900824,GO
GO:1900649,GO
GO:1900650,GO
GO:1900651,GO
GO:1900652,GO
GO:1900653,GO
GO:1900654,GO
GO:1900655,GO
GO:1900656,GO
GO:1900657,GO
GO:1900658,GO
GO:1900659,GO
GO:1900660,GO
GO:1900661,GO
GO:1900662,GO
GO:1900663,GO
GO:1900664,GO
GO:1900665,GO
GO:1900666,GO
GO:1900667,GO
GO:1900668,GO
GO:1900669,GO
GO:1900670,GO
GO:1900671,GO
GO:1900672,GO
GO:1900675,GO
GO:1900676,GO
GO:1900677,GO
GO:1900678,GO
GO:1905568,GO
GO:1900679,GO
GO:1900680,GO
GO:1905570,GO
GO:1900681,GO
GO:1900682,GO
GO:1900683,GO
GO:1900684,GO
GO:1900685,GO
GO:1900686,GO
GO:1900687,GO
GO:1900688,GO
GO:1900689,GO
GO:2001310,GO
GO:1900690,GO
GO:1900691,GO
GO:1900692,GO
GO:1900693,GO
GO:1900694,GO
GO:1900695,GO
GO:1900696,GO
GO:1900697,GO
GO:1900698,GO
GO:1900699,GO
GO:1900700,GO
GO:1900701,GO
GO:1900702,GO
GO:1900703,GO
GO:1900704,GO
GO:1900705,GO
GO:1900706,GO
GO:1900707,GO
GO:1900708,GO
GO:1900709,GO
GO:1900710,GO
GO:1900711,GO
GO:1900712,GO
GO:1900713,GO
GO:1900714,GO
GO:1900715,GO
GO:1900716,GO
GO:1900717,GO
GO:1900718,GO
GO:1900720,GO
GO:1901082,GO
GO:1900722,GO
GO:1900723,GO
GO:1900724,GO
GO:1900725,GO
GO:1900726,GO
GO:1900727,GO
GO:1900728,GO
GO:1900729,GO
GO:2000474,GO
GO:1900730,GO
GO:2000475,GO
GO:1900731,GO
GO:2000476,GO
GO:1900735,GO
GO:1900736,GO
GO:1902547,GO
GO:1900751,GO
GO:1900752,GO
GO:1900754,GO
GO:1900756,GO
GO:1900757,GO
GO:1900758,GO
GO:1900759,GO
GO:1900760,GO
GO:1900761,GO
GO:1900762,GO
GO:1900763,GO
GO:1900764,GO
GO:2001305,GO
GO:1900765,GO
GO:1900766,GO
GO:1900767,GO
GO:1900785,GO
GO:1900768,GO
GO:1900786,GO
GO:1900769,GO
GO:1900787,GO
GO:1900772,GO
GO:1900781,GO
GO:1900788,GO
GO:1900789,GO
GO:1900790,GO
GO:1900791,GO
GO:1900792,GO
GO:1900793,GO
GO:1900796,GO
GO:1900797,GO
GO:1900798,GO
GO:1900799,GO
GO:1900800,GO
GO:1900801,GO
GO:1900802,GO
GO:1900805,GO
GO:1900809,GO
GO:1900810,GO
GO:1900811,GO
GO:1900812,GO
GO:1900813,GO
GO:1900814,GO
GO:1900815,GO
GO:1900816,GO
GO:1900817,GO
GO:1900818,GO
GO:1900819,GO
GO:1900820,GO
GO:1900821,GO
GO:1900826,GO
GO:1900827,GO
GO:1900828,GO
GO:1900829,GO
GO:1900831,GO
GO:1900832,GO
GO:1900833,GO
GO:1900834,GO
GO:1900835,GO
GO:1900836,GO
