# ChemicalName,chemicalID,CasRN,DiseaseName,diseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
Metronidazole,D008795,443-48-1,Metaplasia,MESH:D008679,therapeutic,,,,20634404
Metronidazole,D008795,443-48-1,Mouth Diseases,MESH:D009059,therapeutic,,,,10474673
Metronidazole,D008795,443-48-1,Osteomyelitis,MESH:D010019,therapeutic,,,,18511323|20171413
Metronidazole,D008795,443-48-1,Paresthesia,MESH:D010292,therapeutic,,,,1849313
Metronidazole,D008795,443-48-1,Pelvic Inflammatory Disease,MESH:D000292,therapeutic,,,,9247414
Metronidazole,D008795,443-48-1,Peptic Ulcer,MESH:D010437,therapeutic,,,,9570262
Metronidazole,D008795,443-48-1,Periodontitis,MESH:D010518,therapeutic,,,,20011938
Metronidazole,D008795,443-48-1,Peripheral Nervous System Diseases,MESH:D010523,therapeutic,,,,1849313
Metronidazole,D008795,443-48-1,Peritonitis,MESH:D010538,therapeutic,,,,15765436
Metronidazole,D008795,443-48-1,Precancerous Conditions,MESH:D011230,therapeutic,,,,20634404
Metronidazole,D008795,443-48-1,Protozoan Infections,MESH:D011528,therapeutic,,,,15778547
Metronidazole,D008795,443-48-1,Rosacea,MESH:D012393,therapeutic,,,,17244346|17500380|20645521|20967185|9645635
Metronidazole,D008795,443-48-1,"Sarcoma, Experimental",MESH:D012513,therapeutic,,,,7150475
Metronidazole,D008795,443-48-1,Sepsis,MESH:D018805,therapeutic,,,,552491|9201375
Metronidazole,D008795,443-48-1,Staphylococcal Infections,MESH:D013203,therapeutic,,,,7645562
Metronidazole,D008795,443-48-1,Streptococcal Infections,MESH:D013290,therapeutic,,,,2306432
Metronidazole,D008795,443-48-1,Trichomonas Infections,MESH:D014245,therapeutic,,,,842719
Metronidazole,D008795,443-48-1,Trichomonas Vaginitis,MESH:D014247,therapeutic,,,,23478970|3992315
Metronidazole,D008795,443-48-1,Ulcer,MESH:D014456,therapeutic,,,,9421124
Metronidazole,D008795,443-48-1,Urinary Tract Infections,MESH:D014552,therapeutic,,,,12774222|17061489
Metronidazole,D008795,443-48-1,Vaginitis,MESH:D014627,therapeutic,,,,16230824|16901452|5789554
metylperon,C008522,3575-80-2,"Cardiac Complexes, Premature",MESH:D005117,therapeutic,,,,2726785
metylperon,C008522,3575-80-2,Ventricular Fibrillation,MESH:D014693,therapeutic,,,,2726785
