drug,drug_name,disease,disease_name,indication
DB00531,cyclophosphamide,C0027819,neuroblastoma,1
DB00531,cyclophosphamide,C0035335,retinoblastoma,1
DB00531,cyclophosphamide,C0678222,Breast Carcinoma,1
DB00531,cyclophosphamide,C0023418,Leukemia,1
DB00531,cyclophosphamide,C0948216,Ovarian Adenocarcinoma,1
DB00531,cyclophosphamide,C0027022,Myeloproliferative Disease,1
DB00531,cyclophosphamide,C0002880,Autoimmune Hemolytic Anemia,1
DB00531,cyclophosphamide,C1458155,Mammary Neoplasms,1
DB00531,cyclophosphamide,C0006413,Burkitt's lymphoma,1
DB00531,cyclophosphamide,C0014170,Endometrial Neoplasms,1
DB00531,cyclophosphamide,C0019829,Hodgkin's lymphoma,1
DB00531,cyclophosphamide,C0023449,Acute Lymphocytic Leukemia,1
DB00531,cyclophosphamide,C0023434,chronic lymphocytic leukemia (CLL),1
DB00531,cyclophosphamide,C0023467,"Leukemia, Myelocytic, Acute",1
DB00531,cyclophosphamide,C0023473,chronic myeloid leukemia (CML),1
DB00531,cyclophosphamide,C0024121,Lung Neoplasms,1
DB00531,cyclophosphamide,C0024143,Lupus Nephritis,1
DB00531,cyclophosphamide,C0026769,multiple sclerosis,1
DB00531,cyclophosphamide,C0026896,myasthenia gravis,1
DB00531,cyclophosphamide,C0027726,nephrotic syndrome,1
DB00531,cyclophosphamide,C0919267,Ovarian Neoplasm,1
DB00531,cyclophosphamide,C0035412,rhabdomyosarcoma,1
DB00531,cyclophosphamide,C0553580,Ewing's sarcoma,1
DB00531,cyclophosphamide,C0039590,Testicular Neoplasms,1
DB00531,cyclophosphamide,C0024419,Waldenstrom's macroglobulinemia (WM),1
DB00535,cefdinir,C0029882,Otitis Media,1
DB00535,cefdinir,C0037199,sinusitis,1
DB00535,cefdinir,C0032285,pneumonia,1
DB00537,ciprofloxacin,C2242472,Infection of bone,1
DB00537,ciprofloxacin,C0010692,Cystitis,1
DB00537,ciprofloxacin,C0033581,prostatitis,1
DB00537,ciprofloxacin,C0149725,Lower respiratory tract infection,1
DB00537,ciprofloxacin,C0014836,Escherichia coli Infections,1
DB00537,ciprofloxacin,C0029443,Osteomyelitis,1
DB00537,ciprofloxacin,C0037199,sinusitis,1
DB00539,toremifene,C0376358,Malignant Neoplasm Of Prostate,1
DB00539,toremifene,C1458155,Mammary Neoplasms,1
DB00539,toremifene,C0027661,"Neoplasms, Hormone-Dependent",1
DB00540,nortriptyline,C0011581,Depressive disorder,1
DB00541,vincristine,C0035412,rhabdomyosarcoma,1
DB00541,vincristine,C0027708,Wilm's tumor,1
DB00541,vincristine,C0024301,follicular lymphoma,1
DB00541,vincristine,C0023449,Acute Lymphocytic Leukemia,1
DB00541,vincristine,C0079744,Diffuse Large B-Cell Lymphoma,1
DB00541,vincristine,C0006413,Burkitt's lymphoma,1
DB00541,vincristine,C0019829,Hodgkin's lymphoma,1
DB00541,vincristine,C0027819,neuroblastoma,1
DB00541,vincristine,C0024305,non-Hodgkin lymphoma (NHL),1
DB00541,vincristine,C0085669,Acute Leukemia,1
DB00541,vincristine,C0024299,Lymphoma,1
DB00541,vincristine,C0023418,Leukemia,1
DB00542,benazepril,C0020538,Hypertensive disease,1
DB00542,benazepril,C0018802,congestive heart failure,1
DB00543,amoxapine,C0011581,Depressive disorder,1
DB00544,5-fluorouracil,C0281361,Adenocarcinoma Pancreas,1
DB00544,5-fluorouracil,C0007102,Malignant Tumor Of Colon,1
DB00544,5-fluorouracil,C0678222,Breast Carcinoma,1
DB00544,5-fluorouracil,C0235974,Pancreatic Carcinoma,1
DB00544,5-fluorouracil,C0699791,Stomach Carcinoma,1
DB00544,5-fluorouracil,C0006142,Malignant Neoplasm Of Breast,1
DB00544,5-fluorouracil,C0007095,carcinoid tumors,1
DB00544,5-fluorouracil,C0278996,Cancer Of Head And Neck,1
DB00544,5-fluorouracil,C0346647,Malignant Neoplasm Of Pancreas,1
DB00544,5-fluorouracil,C0007134,renal cell carcinoma (RCC),1
DB00544,5-fluorouracil,C1458155,Mammary Neoplasms,1
DB00544,5-fluorouracil,C0007117,basal cell carcinoma (BCC),1
DB00544,5-fluorouracil,C0009375,Colonic Neoplasms,1
DB00544,5-fluorouracil,C0018671,Head And Neck Neoplasms,1
DB00544,5-fluorouracil,C0022593,keratosis,1
DB00544,5-fluorouracil,C0030297,Pancreatic Neoplasm,1
DB00544,5-fluorouracil,C0034885,Rectal Neoplasms,1
DB00544,5-fluorouracil,C0038356,Stomach Neoplasms,1
DB00544,5-fluorouracil,C1527249,colorectal cancer,1
DB00545,mestinon,C0026896,myasthenia gravis,1
DB00547,desoximetasone,C0011616,contact dermatitis,1
DB00547,desoximetasone,C0015230,Exanthema,1
DB00547,desoximetasone,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00547,desoximetasone,C0036508,seborrheic dermatitis,1
DB00547,desoximetasone,C0024138,"Lupus Erythematosus, Discoid",1
DB00547,desoximetasone,C0011615,"Dermatitis, Atopic",1
DB00547,desoximetasone,C0015456,Facial Dermatoses,1
DB00548,Azelaic Acid,C0035854,rosacea,1
DB00548,Azelaic Acid,C0702166,Acne,1
DB00549,zafirlukast,C0004096,asthma,1
DB00550,propylthiouracil,C0020550,hyperthyroidism,1
DB00550,propylthiouracil,C0018213,Grave's disease,1
DB00550,propylthiouracil,C0154143,Toxic Multinodular Goiter,1
DB00550,propylthiouracil,C0018021,goiter,1
DB00551,Acetohydroxamic Acid,C0042029,Urinary tract infection,1
DB00552,pentostatin,C0023443,hairy cell leukemia,1
DB00552,pentostatin,C0002871,anemia,1
DB00553,methoxsalen,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00553,methoxsalen,C0042900,vitiligo,1
DB00553,methoxsalen,C0033860,psoriasis,1
DB00553,methoxsalen,C0026948,Mycosis Fungoides,1
DB00554,piroxicam,C0029408,osteoarthritis,1
DB00554,piroxicam,C0003873,rheumatoid arthritis,1
DB00554,piroxicam,C0038013,ankylosing spondylitis,1
DB00555,lamotrigine,C0014544,epilepsy,1
DB00555,lamotrigine,C0238111,Lennox-Gastaut Syndrome,1
DB00555,lamotrigine,C0234974,Simple Partial Seizures,1
DB00555,lamotrigine,C0494475,Tonic - clonic seizures,1
DB00555,lamotrigine,C0005586,bipolar disorder,1
DB00557,hydroxyzine,C0042109,urticaria,1
DB00557,hydroxyzine,C0343065,Symptomatic Dermographism,1
DB00557,hydroxyzine,C0033774,Pruritus,1
DB00557,hydroxyzine,C0011615,"Dermatitis, Atopic",1
DB00557,hydroxyzine,C2607914,Allergic Rhinitis (Disorder),1
DB00557,hydroxyzine,C0003467,anxiety,1
DB00559,bosentan,C2973725,pulmonary arterial hypertension (PAH),1
DB00559,bosentan,C0020542,Pulmonary Hypertension,1
DB00559,bosentan,C0011644,scleroderma,1
DB00561,doxapram,C0235063,respiratory depression,1
DB00561,doxapram,C0024117,Chronic Obstructive Airway Disease,1
DB00561,doxapram,C0035228,Respiratory Hypersensitivity,1
DB00563,methotrexate,C0033860,psoriasis,1
DB00563,methotrexate,C0278996,Cancer Of Head And Neck,1
DB00563,methotrexate,C0026948,Mycosis Fungoides,1
DB00563,methotrexate,C0024305,non-Hodgkin lymphoma (NHL),1
DB00563,methotrexate,C0023449,Acute Lymphocytic Leukemia,1
DB00563,methotrexate,C0006413,Burkitt's lymphoma,1
DB00563,methotrexate,C0003873,rheumatoid arthritis,1
DB00563,methotrexate,C0020217,hydatidiform mole,1
DB00563,methotrexate,C1458155,Mammary Neoplasms,1
DB00563,methotrexate,C0014859,Esophageal Neoplasms,1
DB00563,methotrexate,C0023418,Leukemia,1
DB00563,methotrexate,C0024121,Lung Neoplasms,1
DB00563,methotrexate,C0029463,osteosarcoma,1
DB00563,methotrexate,C0038356,Stomach Neoplasms,1
DB00563,methotrexate,C0039590,Testicular Neoplasms,1
DB00564,carbamazepine,C0014544,epilepsy,1
DB00564,carbamazepine,C0494475,Tonic - clonic seizures,1
DB00564,carbamazepine,C0234974,Simple Partial Seizures,1
DB00564,carbamazepine,C0238111,Lennox-Gastaut Syndrome,1
DB00564,carbamazepine,C0014549,Tonic-Clonic Epilepsy,1
DB00564,carbamazepine,C0040997,Trigeminal Neuralgia,1
DB00564,carbamazepine,C0085417,"Epilepsy, Complex Partial",1
DB00564,carbamazepine,C0035258,restless leg syndrome,1
DB00564,carbamazepine,C0036572,seizures,1
DB00568,cinnarizine,C0042571,vertigo,1
DB00568,cinnarizine,C0027497,nausea,1
DB00568,cinnarizine,C0020517,Hypersensitivity,1
DB00569,Fondaparinux,C0149871,deep vein thrombosis (DVT),1
DB00569,Fondaparinux,C0040053,thrombosis,1
DB00570,vinblastine,C0019829,Hodgkin's lymphoma,1
DB00570,vinblastine,C0024305,non-Hodgkin lymphoma (NHL),1
DB00570,vinblastine,C0026948,Mycosis Fungoides,1
DB00570,vinblastine,C0036220,Kaposi sarcoma,1
DB00570,vinblastine,C0019618,Histiocytosis,1
DB00570,vinblastine,C0024299,Lymphoma,1
DB00570,vinblastine,C0006142,Malignant Neoplasm Of Breast,1
DB00570,vinblastine,C0027819,neuroblastoma,1
DB00570,vinblastine,C1458155,Mammary Neoplasms,1
DB00570,vinblastine,C0018671,Head And Neck Neoplasms,1
DB00570,vinblastine,C0022665,Kidney Neoplasm,1
DB00570,vinblastine,C0024121,Lung Neoplasms,1
DB00570,vinblastine,C0039590,Testicular Neoplasms,1
DB00571,propranolol,C0004238,atrial fibrillation (AF),1
DB00571,propranolol,C0039240,Supraventricular Tachycardia,1
DB00571,propranolol,C0002962,angina pectoris,1
DB00571,propranolol,C0007194,Hypertrophic Cardiomyopathy,1
DB00571,propranolol,C0020538,Hypertensive disease,1
DB00571,propranolol,C0018916,Hemangioma,1
DB00571,propranolol,C0003811,Cardiac Arrhythmia,1
DB00571,propranolol,C0270736,Essential Tremor,1
DB00571,propranolol,C0018802,congestive heart failure,1
DB00571,propranolol,C0027051,Myocardial Infarction,1
DB00571,propranolol,C0031511,pheochromocytoma,1
DB00571,propranolol,C0042514,ventricular tachycardia (VT),1
DB00571,propranolol,C0042510,ventricular fibrillation (VF),1
DB00573,fenoprofen,C0003873,rheumatoid arthritis,1
DB00573,fenoprofen,C0029408,osteoarthritis,1
DB00573,fenoprofen,C0030193,Pain,1
DB00575,clonidine,C0017612,"Glaucoma, Open-Angle",1
DB00575,clonidine,C1263846,attention-deficit/hyperactivity disorder (ADHD),1
DB00575,clonidine,C0020538,Hypertensive disease,1
DB00575,clonidine,C0236663,Alcohol Withdrawal Syndrome,1
DB00575,clonidine,C0017601,glaucoma,1
DB00575,clonidine,C0019080,hemorrhage,1
DB00575,clonidine,C0031511,pheochromocytoma,1
DB00575,clonidine,C0751865,"Alcohol-Induced Disorders, Nervous System",1
DB00575,clonidine,C0013390,Dysmenorrhea,1
DB00575,clonidine,C0037036,Sialorrhea,1
DB00575,clonidine,C0149931,Migraine Disorders,1
DB00579,mazindol,C0028754,obesity,1
DB00579,mazindol,C0020473,hyperlipidemia,1
DB00579,mazindol,C0013264,duchenne muscular dystrophy (DMD),1
DB00583,levocarnitine,C1142132,carnitine deficiency,1
DB00583,levocarnitine,C0268596,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,1
DB00583,levocarnitine,C0020476,Hyperlipoproteinemias,1
DB00583,levocarnitine,C0022661,chronic renal failure,1
DB00583,levocarnitine,C0220710,Medium-Chain Acyl-Coenzyme A Dehydrogenase Deficiency,1
DB00583,levocarnitine,C0268583,Methylmalonic Acidemia,1
DB00583,levocarnitine,C0268579,Propionic Acidemia,1
DB00583,levocarnitine,C0342788,Renal Carnitine Transport Defect,1
DB00583,levocarnitine,C0020473,hyperlipidemia,1
DB00584,enalapril,C0020538,Hypertensive disease,1
DB00584,enalapril,C0018802,congestive heart failure,1
DB00584,enalapril,C0085580,Essential Hypertension,1
DB00584,enalapril,C0020545,"Hypertension, Renovascular",1
DB00584,enalapril,C0003873,rheumatoid arthritis,1
DB00584,enalapril,C0004775,Bartter Disease,1
DB00584,enalapril,C0013604,edema,1
DB00584,enalapril,C0020540,Malignant Hypertension,1
DB00585,nizatidine,C0014869,Peptic Esophagitis,1
DB00585,nizatidine,C0013295,Duodenal Ulcer,1
DB00585,nizatidine,C0030920,Peptic Ulcer,1
DB00585,nizatidine,C0018834,heartburn,1
DB00585,nizatidine,C0017168,gastroesophageal reflux disease (GERD),1
DB00585,nizatidine,C0038358,Gastric Ulcer,1
DB00585,nizatidine,C0041582,Ulcer,1
DB00585,nizatidine,C0042109,urticaria,1
DB00585,nizatidine,C0043515,Zollinger-Ellison syndrome,1
DB00586,diclofenac,C0029408,osteoarthritis,1
DB00586,diclofenac,C0409959,"Osteoarthritis, Knee",1
DB00586,diclofenac,C0003873,rheumatoid arthritis,1
DB00586,diclofenac,C0013390,Dysmenorrhea,1
DB00586,diclofenac,C0038013,ankylosing spondylitis,1
DB00586,diclofenac,C0030193,Pain,1
DB00586,diclofenac,C0022593,keratosis,1
DB00588,fluticasone propionate,C0036508,seborrheic dermatitis,1
DB00588,fluticasone propionate,C0015230,Exanthema,1
DB00588,fluticasone propionate,C2607914,Allergic Rhinitis (Disorder),1
DB00588,fluticasone propionate,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00588,fluticasone propionate,C0024138,"Lupus Erythematosus, Discoid",1
DB00588,fluticasone propionate,C0011616,contact dermatitis,1
DB00588,fluticasone propionate,C0034067,Pulmonary Emphysema,1
DB00588,fluticasone propionate,C0011615,"Dermatitis, Atopic",1
DB00588,fluticasone propionate,C0020517,Hypersensitivity,1
DB00588,fluticasone propionate,C0004096,asthma,1
DB00588,fluticasone propionate,C0035455,Rhinitis,1
DB00589,lisuride,C0149931,Migraine Disorders,1
DB00589,lisuride,C0002453,amenorrhea,1
DB00589,lisuride,C0001206,acromegaly,1
DB00589,lisuride,C0013384,Dyskinetic Syndrome,1
DB00589,lisuride,C0030567,Parkinson's Disease,1
DB00590,doxazosin,C0020538,Hypertensive disease,1
DB00590,doxazosin,C0020507,Hyperplasia,1
DB00590,doxazosin,C2937421,Prostatic Hyperplasia,1
DB00591,Fluocinolone Acetonide,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00591,Fluocinolone Acetonide,C0015230,Exanthema,1
DB00591,Fluocinolone Acetonide,C0024138,"Lupus Erythematosus, Discoid",1
DB00591,Fluocinolone Acetonide,C0011616,contact dermatitis,1
DB00591,Fluocinolone Acetonide,C0011615,"Dermatitis, Atopic",1
DB00591,Fluocinolone Acetonide,C0036508,seborrheic dermatitis,1
DB00593,ethosuximide,C0014553,Absence Epilepsy,1
DB00593,ethosuximide,C0014544,epilepsy,1
DB00594,amiloride,C0013604,edema,1
DB00594,amiloride,C0020538,Hypertensive disease,1
DB00594,amiloride,C0010674,cystic fibrosis,1
DB00594,amiloride,C0018802,congestive heart failure,1
DB00596,halobetasol,C0036508,seborrheic dermatitis,1
DB00596,halobetasol,C0024138,"Lupus Erythematosus, Discoid",1
DB00596,halobetasol,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00596,halobetasol,C0011616,contact dermatitis,1
DB00596,halobetasol,C0015230,Exanthema,1
DB00596,halobetasol,C0015456,Facial Dermatoses,1
DB00598,labetalol,C0020538,Hypertensive disease,1
DB00598,labetalol,C0020546,Hypertensive Crisis,1
DB00598,labetalol,C0031511,pheochromocytoma,1
DB00598,labetalol,C0032914,Pre-Eclampsia,1
DB00598,labetalol,C0018802,congestive heart failure,1
DB00598,labetalol,C0020540,Malignant Hypertension,1
DB00598,labetalol,C0027051,Myocardial Infarction,1
DB00599,thiopental,C0014544,epilepsy,1
DB00599,thiopental,C0151740,Intracranial Hypertension,1
DB00601,linezolid,C0032285,pneumonia,1
DB00603,medroxyprogesterone acetate,C0025874,Metrorrhagia,1
DB00603,medroxyprogesterone acetate,C0014175,endometriosis,1
DB00603,medroxyprogesterone acetate,C0476089,Endometrial Carcinoma,1
DB00603,medroxyprogesterone acetate,C0232940,Secondary Physiologic Amenorrhea,1
DB00603,medroxyprogesterone acetate,C0014173,Endometrial Hyperplasia,1
DB00604,Cisapride,C0017168,gastroesophageal reflux disease (GERD),1
DB00604,Cisapride,C0041582,Ulcer,1
DB00604,Cisapride,C0152020,gastroparesis,1
DB00605,sulindac,C0038013,ankylosing spondylitis,1
DB00605,sulindac,C0003873,rheumatoid arthritis,1
DB00605,sulindac,C0029408,osteoarthritis,1
DB00605,sulindac,C0003868,"Arthritis, Gouty",1
DB00605,sulindac,C0018099,gout,1
DB00607,Nafcillin,C0038160,Staphylococcal Infections,1
DB00607,Nafcillin,C2242472,Infection of bone,1
DB00607,Nafcillin,C0007642,Cellulitis,1
DB00607,Nafcillin,C0014121,Bacterial Endocarditis,1
DB00607,Nafcillin,C0029443,Osteomyelitis,1
DB00607,Nafcillin,C0036690,Septicemia,1
DB00608,chloroquine,C0003873,rheumatoid arthritis,1
DB00608,chloroquine,C0024141,"Lupus Erythematosus, Systemic",1
DB00608,chloroquine,C0024138,"Lupus Erythematosus, Discoid",1
DB00608,chloroquine,C0030807,Pemphigus,1
DB00608,chloroquine,C0036421,Systemic Scleroderma,1
DB00611,Butorphanol,C0030193,Pain,1
DB00612,bisoprolol,C0020538,Hypertensive disease,1
DB00612,bisoprolol,C0003811,Cardiac Arrhythmia,1
DB00612,bisoprolol,C0018802,congestive heart failure,1
DB00612,bisoprolol,C0027051,Myocardial Infarction,1
DB00612,bisoprolol,C0039240,Supraventricular Tachycardia,1
DB00615,Rifabutin,C0041296,tuberculosis,1
DB00617,paramethadione,C0014544,epilepsy,1
DB00617,paramethadione,C0014553,Absence Epilepsy,1
DB00617,paramethadione,C0036572,seizures,1
DB00619,imatinib,C0023472,"Leukemia, Myeloid, Accelerated Phase",1
DB00619,imatinib,C0221013,"Mastocytosis, Systemic",1
DB00619,imatinib,C0005699,Blast Phase,1
DB00619,imatinib,C0346421,chronic eosinophilic leukemia (CEL),1
DB00619,imatinib,C1960397,Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia,1
DB00619,imatinib,C0392784,dermatofibrosarcoma protuberans (DFSP),1
DB00619,imatinib,C0238198,gastrointestinal stromal tumors (GIST),1
DB00619,imatinib,C0023473,chronic myeloid leukemia (CML),1
DB00619,imatinib,C1540912,hypereosinophilic syndrome (HES),1
DB00620,triamcinolone,C0024305,non-Hodgkin lymphoma (NHL),1
DB00620,triamcinolone,C0021390,inflammatory bowel disease,1
DB00620,triamcinolone,C0039483,Giant Cell Arteritis,1
DB00620,triamcinolone,C0042164,Uveitis,1
DB00620,triamcinolone,C0038363,Aphthous Stomatitis,1
DB00620,triamcinolone,C0022548,Keloid,1
DB00620,triamcinolone,C0002875,Cooley's anemia,1
DB00620,triamcinolone,C0017563,Gingival Diseases,1
DB00620,triamcinolone,C0015230,Exanthema,1
DB00620,triamcinolone,C0014742,Erythema Multiforme,1
DB00620,triamcinolone,C0011616,contact dermatitis,1
DB00620,triamcinolone,C0003868,"Arthritis, Gouty",1
DB00620,triamcinolone,C0004364,Autoimmune Diseases,1
DB00620,triamcinolone,C0023052,Laryngeal Edema,1
DB00620,triamcinolone,C0002880,Autoimmune Hemolytic Anemia,1
DB00620,triamcinolone,C0011606,Exfoliative Dermatitis,1
DB00620,triamcinolone,C0010346,Crohn's disease,1
DB00620,triamcinolone,C0004096,asthma,1
DB00620,triamcinolone,C0023449,Acute Lymphocytic Leukemia,1
DB00620,triamcinolone,C0015397,Disorder of eye,1
DB00620,triamcinolone,C0040147,thyroiditis,1
DB00620,triamcinolone,C0030807,Pemphigus,1
DB00620,triamcinolone,C0036202,Sarcoidosis,1
DB00620,triamcinolone,C0026769,multiple sclerosis,1
DB00620,triamcinolone,C0002171,Alopecia Areata,1
DB00620,triamcinolone,C0003872,psoriatic arthritis,1
DB00620,triamcinolone,C0005138,Berylliosis,1
DB00620,triamcinolone,C0026948,Mycosis Fungoides,1
DB00620,triamcinolone,C0039103,Synovitis,1
DB00620,triamcinolone,C0036830,Serum Sickness,1
DB00620,triamcinolone,C0011615,"Dermatitis, Atopic",1
DB00620,triamcinolone,C0024141,"Lupus Erythematosus, Systemic",1
DB00620,triamcinolone,C2607914,Allergic Rhinitis (Disorder),1
DB00620,triamcinolone,C0027726,nephrotic syndrome,1
DB00620,triamcinolone,C0036508,seborrheic dermatitis,1
DB00620,triamcinolone,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00620,triamcinolone,C0003873,rheumatoid arthritis,1
DB00620,triamcinolone,C0019829,Hodgkin's lymphoma,1
DB00620,triamcinolone,C0033860,psoriasis,1
DB00620,triamcinolone,C0002994,angioedema,1
DB00620,triamcinolone,C0024138,"Lupus Erythematosus, Discoid",1
DB00620,triamcinolone,C0405580,Adrenal Cortical Hypofunction,1
DB00620,triamcinolone,C0038013,ankylosing spondylitis,1
DB00620,triamcinolone,C0006114,Cerebral Edema,1
DB00620,triamcinolone,C0018621,Hay Fever,1
DB00620,triamcinolone,C0037274,Dermatologic disorders,1
DB00620,triamcinolone,C1260899,"Anemia, Diamond-Blackfan",1
DB00620,triamcinolone,C0001403,Addison's disease,1
DB00620,triamcinolone,C0001627,congenital adrenal hyperplasia,1
DB00620,triamcinolone,C0024301,follicular lymphoma,1
DB00620,triamcinolone,C0020517,Hypersensitivity,1
DB00620,triamcinolone,C0035457,"Rhinitis, Allergic, Perennial",1
DB00620,triamcinolone,C0001623,Adrenal Gland Hypofunction,1
DB00620,triamcinolone,C0015456,Facial Dermatoses,1
DB00622,nicardipine,C0020538,Hypertensive disease,1
DB00623,fluphenazine,C0036341,schizophrenia,1
DB00623,fluphenazine,C0033975,Psychotic Disorders,1
DB00624,testosterone,C0948896,Primary Hypogonadism,1
DB00624,testosterone,C0271623,Hypogonadotropic Hypogonadism,1
DB00624,testosterone,C0010417,Cryptorchidism,1
DB00624,testosterone,C0034012,Delayed Puberty,1
DB00624,testosterone,C0151721,Testicular Hypogonadism,1
DB00624,testosterone,C0342527,Deficiency of testosterone biosynthesis,1
DB00624,testosterone,C0020635,Hypopituitarism,1
DB00624,testosterone,C0020619,hypogonadism,1
DB00624,testosterone,C1458155,Mammary Neoplasms,1
DB00626,bacitracin,C0022568,Keratitis,1
DB00626,bacitracin,C0032285,pneumonia,1
DB00626,bacitracin,C0014356,Enterocolitis,1
DB00627,niacin,C0020443,hypercholesterolemia,1
DB00627,niacin,C0020557,hypertriglyceridemia,1
DB00627,niacin,C0020474,"Hyperlipidemia, Familial Combined",1
DB00627,niacin,C0020473,hyperlipidemia,1
DB00627,niacin,C0020480,Hyperlipoproteinemia Type Iv,1
DB00627,niacin,C0020481,Hyperlipoproteinemia Type V,1
DB00628,Clorazepate,C0003467,anxiety,1
DB00628,Clorazepate,C0236663,Alcohol Withdrawal Syndrome,1
DB00628,Clorazepate,C0149821,Alcohol Withdrawal Acute,1
DB00628,Clorazepate,C0001957,Alcohol Withdrawal Delirium,1
